"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"12769371-2023";"Apreensão de celular";"São Gonçalo";2023-06-25 00:00:00;"Junho";2023
"85359541-2023";"Apreensão de veículo";"São Gonçalo";2023-06-25 00:00:00;"Junho";2023
"04143711-2023";"Apreensão de drogas";"Austin";2023-06-25 00:00:00;"Junho";2023
"36834671-2023";"Adulteração do sinal identificador de veículo";"Austin";2023-06-25 00:00:00;"Junho";2023
"57343411-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-25 00:00:00;"Junho";2023
"41557631-2023";"Posse e uso";"Barra Do Piraí";2023-06-25 00:00:00;"Junho";2023
"40505191-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-25 00:00:00;"Junho";2023
"89438541-2023";"Posse e uso";"Barra";2023-06-25 00:00:00;"Junho";2023
"27741121-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-24 00:00:00;"Junho";2023
"43550981-2023";"Recuperação de veículo";"Campos";2023-06-25 00:00:00;"Junho";2023
"81459211-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-24 00:00:00;"Junho";2023
"88204381-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-25 00:00:00;"Junho";2023
"30494271-2023";"Apreensão de material";"Niterói";2023-06-25 00:00:00;"Junho";2023
"95334852-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-26 00:00:00;"Junho";2023
"46691121-2023";"Apreensão de drogas";"Lapa";2023-06-22 00:00:00;"Junho";2023
"83475811-2023";"Mandado de prisão";"Nova Iguaçu";2023-06-23 00:00:00;"Junho";2023
"91753141-2023";"Apreensão de veículo";"Nilópolis";2023-06-23 00:00:00;"Junho";2023
"40047791-2023";"Apreensão de veículo";"Queimados";2023-06-23 00:00:00;"Junho";2023
"48244571-2023";"Ato infracional análogo ao crime de roubo a transeunte";"Copacabana";2023-06-23 00:00:00;"Junho";2023
"32720661-2023";"Receptação";"Queimados";2023-06-23 00:00:00;"Junho";2023
"42341451-2023";"Apreensão de veículo";"Nilópolis";2023-06-24 00:00:00;"Junho";2023
"39459401-2023";"Posse e uso";"Barra Do Piraí";2023-06-24 00:00:00;"Junho";2023
"10438891-2023";"Desacato";"Niterói";2023-06-24 00:00:00;"Junho";2023
"78514761-2023";"Furto de bicicleta";"Ipanema";2023-06-24 00:00:00;"Junho";2023
"22164801-2023";"Adulteração do sinal identificador de veículo";"Itaboraí";2023-06-24 00:00:00;"Junho";2023
"27852101-2023";"Receptação";"Itaboraí";2023-06-24 00:00:00;"Junho";2023
"76258231-2023";"Adulteração do sinal identificador de veículo";"Queimados";2023-06-24 00:00:00;"Junho";2023
"60585791-2023";"Adulteração do sinal identificador de veículo";"Japeri";2023-06-24 00:00:00;"Junho";2023
"95726141-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-06-24 00:00:00;"Junho";2023
"09489361-2023";"Furto";"Queimados";2023-06-24 00:00:00;"Junho";2023
"36352681-2023";"Lesão corporal de trânsito";"Mesquita";2023-06-24 00:00:00;"Junho";2023
"19639541-2023";"Calúnia";"Laranjeiras";2023-06-24 00:00:00;"Junho";2023
"89775021-2023";"Furto";"Nova Iguaçu";2023-06-24 00:00:00;"Junho";2023
"75221231-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-06-24 00:00:00;"Junho";2023
"10249071-2023";"Apreensão de veículo";"São Gonçalo";2023-06-24 00:00:00;"Junho";2023
"42725871-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-06-25 00:00:00;"Junho";2023
"42902781-2023";"Posse e uso";"Mesquita";2023-06-25 00:00:00;"Junho";2023
"81435041-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-06-25 00:00:00;"Junho";2023
"36765731-2023";"Furto a estsbelecimento comercial";"Tijuca";2023-06-25 00:00:00;"Junho";2023
"42477611-2023";"Adulteração do sinal identificador de veículo";"Queimados";2023-06-25 00:00:00;"Junho";2023
"84563651-2023";"Maria da penha";"Niterói";2023-06-25 00:00:00;"Junho";2023
"20867611-2023";"Mandado de prisão";"Méier";2023-06-25 00:00:00;"Junho";2023
"59927641-2023";"Tentativa de homicídio";"Botafogo";2023-06-25 00:00:00;"Junho";2023
"55129331-2023";"Dirigir sem cnh";"Méier";2023-06-25 00:00:00;"Junho";2023
"73509081-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-06-25 00:00:00;"Junho";2023
"57866321-2023";"Adulteração do sinal identificador de veículo";"Nova Iguaçu";2023-06-25 00:00:00;"Junho";2023
"72456201-2023";"Apreensão de celular";"Botafogo";2023-06-26 00:00:00;"Junho";2023
"31538071-2023";"Adulteração do sinal identificador de veículo";"Austin";2023-06-26 00:00:00;"Junho";2023
"59107711-2023";"Posse e uso";"Campos";2023-06-26 00:00:00;"Junho";2023
"02474581-2023";"Posse e uso";"Campos";2023-06-26 00:00:00;"Junho";2023
"98482861-2023";"Adulteração do sinal identificador de veículo";"Austin";2023-06-26 00:00:00;"Junho";2023
"86440791-2023";"Posse e uso";"Japeri";2023-06-26 00:00:00;"Junho";2023
"73157961-2023";"Posse e uso";"Volta Redonda";2023-06-26 00:00:00;"Junho";2023
"59402511-2023";"Fato atípico";"Barra";2023-06-26 00:00:00;"Junho";2023
"37246361-2023";"Desobediência";"Barra";2023-06-26 00:00:00;"Junho";2023
"86456001-2023";"Posse e uso";"Barra";2023-06-26 00:00:00;"Junho";2023
"14923311-2023";"Apreensão de celular";"Botafogo";2023-06-26 00:00:00;"Junho";2023
"20298941-2023";"Fato atípico";"Barra";2023-06-26 00:00:00;"Junho";2023
"27940981-2023";"Apreensão de celular";"Campos";2023-06-26 00:00:00;"Junho";2023
"81695691-2023";"Fato atípico";"Barra";2023-06-26 00:00:00;"Junho";2023
"77507411-2023";"Posse e uso";"Barra Do Piraí";2023-06-26 00:00:00;"Junho";2023
"31645591-2023";"Posse e uso";"Barra Do Piraí";2023-06-26 00:00:00;"Junho";2023
"59210881-2023";"Fato atípico";"Barra";2023-06-26 00:00:00;"Junho";2023
"03573441-2023";"Furto";"Caxias";2023-06-26 00:00:00;"Junho";2023
"58010171-2023";"Mandado de prisão";"Miguel Pereira";2023-06-26 00:00:00;"Junho";2023
"58728711-2023";"Posse e uso";"Macaé";2023-06-26 00:00:00;"Junho";2023
"99746721-2023";"Desacato";"Volta Redonda";2023-06-26 00:00:00;"Junho";2023
"66199701-2023";"Posse e uso";"Barra";2023-06-26 00:00:00;"Junho";2023
"46709521-2023";"Furto a estabelecimento comercial";"Teresópolis";2023-06-26 00:00:00;"Junho";2023
"39596801-2023";"Apreensão de veículo";"Teresópolis";2023-06-26 00:00:00;"Junho";2023
"51691911-2023";"Posse e uso";"Campos";2023-06-27 00:00:00;"Junho";2023
"82901061-2023";"Posse e uso";"Campos";2023-06-27 00:00:00;"Junho";2023
"39180741-2023";"Apreensão de veículo";"Mesquita";2023-06-26 00:00:00;"Junho";2023
"26740511-2023";"Posse e uso";"Miguel Pereira";2023-06-26 00:00:00;"Junho";2023
"30533611-2023";"Apreensão de material";"Lapa";2023-06-25 00:00:00;"Junho";2023
"78652821-2023";"Contrabando";"Lapa";2023-06-25 00:00:00;"Junho";2023
"56826451-2023";"Apreensão de veículo";"Queimados";2023-06-26 00:00:00;"Junho";2023
"08170411-2023";"Vias de fato";"Itaboraí";2023-06-26 00:00:00;"Junho";2023
"77890591-2023";"Posse e uso";"Três Rios";2023-06-26 00:00:00;"Junho";2023
"44075471-2023";"Fato atípico";"Niterói";2023-06-26 00:00:00;"Junho";2023
"68885631-2023";"Apreensão de drogas";"Niterói";2023-06-27 00:00:00;"Junho";2023
"93445121-2023";"Exercício ilegal da profissão";"Barra";2023-05-04 00:00:00;"Maio";2023
"36383921-2023";"Posse e uso";"Campos";2023-06-27 00:00:00;"Junho";2023
"85957071-2023";"Posse e uso";"Campos";2023-06-27 00:00:00;"Junho";2023
"56325091-2023";"Posse e uso";"Campos";2023-06-27 00:00:00;"Junho";2023
"70300381-2023";"Adulteração do sinal identificador de veículo";"Volta Redonda";2023-06-27 00:00:00;"Junho";2023
"84831391-2023";"Posse e uso";"Volta Redonda";2023-06-27 00:00:00;"Junho";2023
"33912481-2023";"Posse e uso";"Volta Redonda";2023-06-27 00:00:00;"Junho";2023
"14117641-2023";"Mandado de prisão";"Miguel Pereira";2023-06-27 00:00:00;"Junho";2023
"57029631-2023";"Posse e uso";"Barra Do Piraí";2023-06-27 00:00:00;"Junho";2023
"90460941-2023";"Mandado de prisão";"Paracambi";2023-06-27 00:00:00;"Junho";2023
"10166091-2023";"Posse e uso";"Recreio";2023-06-27 00:00:00;"Junho";2023
"57003181-2023";"Adulteração do sinal identificador de veículo";"Volta Redonda";2023-06-27 00:00:00;"Junho";2023
"96108191-2023";"Apreensão de drogas";"Niterói";2023-06-27 00:00:00;"Junho";2023
"35131411-2023";"Posse e uso";"Miguel Pereira";2023-06-28 00:00:00;"Junho";2023
"16571561-2023";"Apreensão de veículo";"Centro";2023-06-28 00:00:00;"Junho";2023
"85367891-2023";"Posse e uso";"Centro";2023-06-28 00:00:00;"Junho";2023
"16371941-2023";"Apreensão de veículo";"Queimados";2023-06-28 00:00:00;"Junho";2023
"48732611-2023";"Apreensão de veículo";"Austin";2023-06-28 00:00:00;"Junho";2023
"08348671-2023";"Roubo a transeunte";"Campos";2023-06-28 00:00:00;"Junho";2023
"88735501-2023";"Posse e uso";"Miguel Pereira";2023-06-28 00:00:00;"Junho";2023
"46219061-2023";"Apreensão de celular";"Niterói";2023-06-28 00:00:00;"Junho";2023
"89700821-2023";"Apreensão de material";"Niterói";2023-06-27 00:00:00;"Junho";2023
"98931581-2023";"Adulteração do sinal identificador de veículo";"Japeri";2023-06-27 00:00:00;"Junho";2023
"28829891-2023";"Apreensão de veículo";"Queimados";2023-06-27 00:00:00;"Junho";2023
"80731111-2023";"Adulteração do sinal identificador de veículo";"Queimados";2023-06-27 00:00:00;"Junho";2023
"20527641-2023";"Adulteração do sinal identificador de veículo";"Niterói";2023-06-27 00:00:00;"Junho";2023
"36756021-2023";"Furto";"Nova Iguaçu";2023-06-27 00:00:00;"Junho";2023
"64702481-2023";"Posse e uso";"Volta Redonda";2023-06-27 00:00:00;"Junho";2023
"71558691-2023";"Furto no interior de estabelecimento comercial";"Copacabana";2023-06-27 00:00:00;"Junho";2023
"21828541-2023";"Desobediência";"Niterói";2023-06-27 00:00:00;"Junho";2023
"49479901-2023";"Apreensão de drogas";"Lapa";2023-06-27 00:00:00;"Junho";2023
"22773081-2023";"Fato analogo ao crime de roubo a transeunte";"Copacabana";2023-06-27 00:00:00;"Junho";2023
"66093101-2023";"Ameaça";"Grajaú E Vila Isabel";2023-06-28 00:00:00;"Junho";2023
"35732441-2023";"Posse e uso";"Três Rios";2023-06-28 00:00:00;"Junho";2023
"60074791-2023";"Adulteração do sinal identificador de veículo";"Mesquita";2023-06-28 00:00:00;"Junho";2023
"24867541-2023";"Posse e uso";"Japeri";2023-06-28 00:00:00;"Junho";2023
"00312171-2023";"Importunação sexual";"São Gonçalo";2023-06-28 00:00:00;"Junho";2023
"89486481-2023";"Furto";"Três Rios";2023-06-28 00:00:00;"Junho";2023
"55708821-2023";"Furto no interior de estabelecimento comercial";"Grajaú E Vila Isabel";2023-06-28 00:00:00;"Junho";2023
"36480341-2023";"Furto";"Leblon";2023-06-28 00:00:00;"Junho";2023
"48344811-2023";"Receptação";"São Gonçalo";2023-06-28 00:00:00;"Junho";2023
"13741731-2023";"Lesão corporal";"Niterói";2023-06-28 00:00:00;"Junho";2023
"32500951-2023";"Tráfico de drogas";"Miguel Pereira";2023-06-28 00:00:00;"Junho";2023
"16853281-2023";"Ato infracional análogo ao crime de furto";"Méier";2023-06-28 00:00:00;"Junho";2023
"20588331-2023";"Tentativa de furto";"Ipanema";2023-06-25 00:00:00;"Junho";2023
"14943711-2023";"Mandado de prisão";"Recreio";2023-06-29 00:00:00;"Junho";2023
"26028981-2023";"Adulteração do sinal identificador de veículo";"Caxias";2023-05-15 00:00:00;"Maio";2023
"12006021-2023";"Roubo a transeunte";"Copacabana";2023-06-29 00:00:00;"Junho";2023
"18105001-2023";"Ameaça";"Niterói";2023-06-29 00:00:00;"Junho";2023
"60814891-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-28 00:00:00;"Junho";2023
"30135691-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-28 00:00:00;"Junho";2023
"82741811-2023";"Posse e uso";"Teresópolis";2023-06-29 00:00:00;"Junho";2023
"10266451-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-28 00:00:00;"Junho";2023
"65902142-2023";"Posse e uso";"Barra";2023-06-28 00:00:00;"Junho";2023
"38185081-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-28 00:00:00;"Junho";2023
"92865071-2023";"Encontro de pessoas";"Barra";2023-06-28 00:00:00;"Junho";2023
"39988781-2023";"Mandado de prisão";"Japeri";2023-06-29 00:00:00;"Junho";2023
"76068172-2023";"Posse e uso";"Campos";2023-06-29 00:00:00;"Junho";2023
"35721631-2023";"Posse e uso";"Campos";2023-06-29 00:00:00;"Junho";2023
"38801121-2023";"Posse e uso";"Caxias";2023-06-29 00:00:00;"Junho";2023
"49815211-2023";"Adulteração do sinal identificador de veículo";"Recreio";2023-06-29 00:00:00;"Junho";2023
"63666561-2023";"Posse e uso";"Volta Redonda";2023-06-29 00:00:00;"Junho";2023
"59541471-2023";"Posse e uso";"Volta Redonda";2023-06-29 00:00:00;"Junho";2023
"16687671-2023";"Posse e uso";"Barra";2023-06-29 00:00:00;"Junho";2023
"32930221-2023";"Apreensão de veículo";"Niterói";2023-06-29 00:00:00;"Junho";2023
"21073861-2023";"Apreensão de veículo";"Barra";2023-06-29 00:00:00;"Junho";2023
"17394151-2023";"Adulteração do sinal identificador de veículo";"Niterói";2023-06-29 00:00:00;"Junho";2023
"64861501-2023";"Apreensão de veículo";"Barra";2023-06-29 00:00:00;"Junho";2023
"76638751-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-29 00:00:00;"Junho";2023
"80054551-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-29 00:00:00;"Junho";2023
"69620431-2023";"Adulteração do sinal identificador de veículo";"Barra";2023-06-29 00:00:00;"Junho";2023
NA;"Apreensão de veículo";"Austin";2023-06-01 00:00:00;"Junho";NA
"61671921-2023";"Mandado de prisão";"Seropédica";2023-06-30 00:00:00;"Junho";2023
"62567791-2023";"Posse e uso";"Campos";2023-06-30 00:00:00;"Junho";2023
"61673751-2023";"Adulteração do sinal identificador de veículo";"Magé E Piabetá";2023-06-29 00:00:00;"Junho";2023
"13491821-2023";"Apreensão de veículo";"Nova Iguaçu";2023-06-29 00:00:00;"Junho";2023
"00764331-2023";"Desobediência";"Queimados";2023-06-29 00:00:00;"Junho";2023
"06317601-2023";"Posse e uso";"Três Rios";2023-06-29 00:00:00;"Junho";2023
"20982842-2023";"Furto";"Aterro";2023-06-29 00:00:00;"Junho";2023
"77068521-2023";"Apreensão de veículo";"Niterói";2023-06-29 00:00:00;"Junho";2023
"43311321-2023";"Receptação";"Queimados";2023-06-29 00:00:00;"Junho";2023
"90573501-2023";"Receptação";"Ipanema";2023-06-25 00:00:00;"Junho";2023
"57335731-2023";"Furto a estabelecimento comercial";"Nilópolis";2023-06-29 00:00:00;"Junho";2023
"00508311-2023";"Mandado de prisão";"Aterro";2023-06-29 00:00:00;"Junho";2023
"60047161-2023";"Furto a estabelecimento comercial";"São Gonçalo";2023-06-13 00:00:00;"Junho";2023
"61307622-2023";"Lesão corporal de trânsito";"São Gonçalo";2023-06-13 00:00:00;"Junho";2023
"25002531-2023";"Recuperação de veículo";"São Gonçalo";2023-06-14 00:00:00;"Junho";2023
"32448951-2023";"Direção perigosa";"São Gonçalo";2023-06-24 00:00:00;"Junho";2023
"92155121-2023";"Dano ao patrimônio";"São Gonçalo";2023-06-27 00:00:00;"Junho";2023
"19021801-2023";"Receptação";"São Gonçalo";2023-06-28 00:00:00;"Junho";2023
"10699731-2023";"Furto de veículo";"São Gonçalo";2023-06-30 00:00:00;"Junho";2023
NA;"Roubo";"São Gonçalo";2023-01-02 00:00:00;"Janeiro";NA
"10899611-2023";"Injúria";"São Gonçalo";2023-01-04 00:00:00;"Janeiro";2023
"11679851-2023";"Mandado de prisão";"São Gonçalo";2023-01-05 00:00:00;"Janeiro";2023
"19110231-2023";"Mandado de prisão";"São Gonçalo";2023-01-09 00:00:00;"Janeiro";2023
"20437831-2023";"Receptação";"São Gonçalo";2023-01-11 00:00:00;"Janeiro";2023
"76181651-2023";"Mandado de prisão";"São Gonçalo";2023-01-11 00:00:00;"Janeiro";2023
"94145911-2023";"Mandado de prisão";"São Gonçalo";2023-01-12 00:00:00;"Janeiro";2023
NA;"Recuperação de veículo";"São Gonçalo";2023-01-12 00:00:00;"Janeiro";NA
"99122891-2023";"Tráfico de drogas";"São Gonçalo";2023-01-12 00:00:00;"Janeiro";2023
"87066551-2023";"Apreensão de simulacro";"São Gonçalo";2023-01-23 00:00:00;"Janeiro";2023
"56619071-2023";"Mandado de prisão";"São Gonçalo";2023-01-17 00:00:00;"Janeiro";2023
"38221661-2023";"Homicídio tentado";"São Gonçalo";2023-01-18 00:00:00;"Janeiro";2023
"13738181-2023";"Apoio a guarnição";"São Gonçalo";2023-01-20 00:00:00;"Janeiro";2023
"67045671-2023";"Lesão corporal";"São Gonçalo";2023-01-21 00:00:00;"Janeiro";2023
"84654571-2023";"Furto";"São Gonçalo";2023-01-24 00:00:00;"Janeiro";2023
"20030941-2023";"Apreensão de material";"São Gonçalo";2023-01-24 00:00:00;"Janeiro";2023
"02323441-2023";"Apreensão de veículo";"São Gonçalo";2023-01-24 00:00:00;"Janeiro";2023
"20757891-2023";"Receptação";"São Gonçalo";2023-01-26 00:00:00;"Janeiro";2023
"30871771-2023";"Dirigir sobre influência de alcool";"São Gonçalo";2023-01-27 00:00:00;"Janeiro";2023
"66983661-2023";"Averiguação policial";"São Gonçalo";2023-01-27 00:00:00;"Janeiro";2023
"32026981-2023";"Invasão de domicílio";"São Gonçalo";2023-01-27 00:00:00;"Janeiro";2023
"14940461-2023";"Posse e uso";"São Gonçalo";2023-02-01 00:00:00;"Fevereiro";2023
"09283891-2023";"Roubo";"São Gonçalo";2023-02-01 00:00:00;"Fevereiro";2023
"93272661-2023";"Mandado de prisão";"São Gonçalo";2023-02-02 00:00:00;"Fevereiro";2023
"00998161-2023";"Mandado de prisão";"São Gonçalo";2023-02-03 00:00:00;"Fevereiro";2023
"64783651-2023";"Roubo";"São Gonçalo";2023-02-04 00:00:00;"Fevereiro";2023
"66275271-2023";"Mandado de prisão";"São Gonçalo";2023-02-04 00:00:00;"Fevereiro";2023
"93726401-2023";"Mandado de prisão";"São Gonçalo";2023-02-05 00:00:00;"Fevereiro";2023
"66720601-2023";"Tráfico de drogas";"São Gonçalo";2023-02-08 00:00:00;"Fevereiro";2023
"31389341-2023";"Mandado de prisão";"São Gonçalo";2023-02-08 00:00:00;"Fevereiro";2023
"18370161-2023";"Mandado de prisão";"São Gonçalo";2023-02-11 00:00:00;"Fevereiro";2023
"64086121-2023";"Receptação";"São Gonçalo";2023-02-11 00:00:00;"Fevereiro";2023
"79337101-2023";"Apreensão de material";"São Gonçalo";2023-02-11 00:00:00;"Fevereiro";2023
"04840111-2023";"Furto qualificado";"São Gonçalo";2023-02-13 00:00:00;"Fevereiro";2023
"07632341-2023";"Lesão corporal";"São Gonçalo";2023-02-14 00:00:00;"Fevereiro";2023
"53415321-2023";"Apreensão de material";"São Gonçalo";2023-02-15 00:00:00;"Fevereiro";2023
"26198951-2023";"Receptação";"São Gonçalo";2023-02-16 00:00:00;"Fevereiro";2023
"97324451-2023";"Resistência";"São Gonçalo";2023-02-17 00:00:00;"Fevereiro";2023
"12395681-2023";"Ameaçã";"São Gonçalo";2023-02-17 00:00:00;"Fevereiro";2023
"03700521-2023";"Furto a transeunte";"São Gonçalo";2022-02-18 00:00:00;"Fevereiro";2023
"41690781-2023";"Furto a transeunte";"São Gonçalo";2023-02-23 00:00:00;"Fevereiro";2023
"92565041-2023";"Roubo";"São Gonçalo";2024-02-27 00:00:00;"Fevereiro";2023
"38331891-2023";"Ameaça";"São Gonçalo";2023-03-01 00:00:00;"Março";2023
"42646751-2023";"Furto";"São Gonçalo";2023-03-02 00:00:00;"Março";2023
"57380761-2023";"Desacato";"São Gonçalo";2023-03-02 00:00:00;"Março";2023
"13295261-2023";"Desobediência";"São Gonçalo";2023-03-02 00:00:00;"Março";2023
"21740321-2023";"Posse e uso";"São Gonçalo";2023-03-04 00:00:00;"Março";2023
"00221661-2023";"Furto a estabelecimento comercial";"São Gonçalo";2023-03-04 00:00:00;"Março";2023
"48923932-2023";"Desobediência";"São Gonçalo";2023-03-04 00:00:00;"Março";2023
"31143831-2023";"Apreensão de material";"São Gonçalo";2023-03-06 00:00:00;"Março";2023
"25073601-2023";"Recuperação de veículo";"São Gonçalo";2023-03-09 00:00:00;"Março";2023
"34462821-2023";"Furto a transeunte";"São Gonçalo";2023-03-09 00:00:00;"Março";2023
"72896191-2023";"Desobediência";"São Gonçalo";2023-03-09 00:00:00;"Março";2023
"89770911-2023";"Direção perigosa";"São Gonçalo";2023-03-09 00:00:00;"Março";2023
"17911041-2023";"Mandado de prisão";"São Gonçalo";2023-03-12 00:00:00;"Março";2023
"33138602-2023";"Furto qualificado";"São Gonçalo";2023-03-14 00:00:00;"Março";2023
"84256441-2023";"Recuperação de veículo";"São Gonçalo";2023-03-21 00:00:00;"Março";2023
"49141651-2023";"Recuperação de veículo";"São Gonçalo";2023-03-24 00:00:00;"Março";2023
"32023161-2023";"Apoio a guarnição";"São Gonçalo";2023-03-27 00:00:00;"Março";2023
"70608271-2023";"Furto qualificado";"São Gonçalo";2023-03-30 00:00:00;"Março";2023
"81497151-2023";"Recuperação de veículo";"São Gonçalo";2023-03-30 00:00:00;"Março";2023
"08004031-2023";"Mandado de prisão";"São Gonçalo";2023-04-05 00:00:00;"Abril";2023
"35733081-2023";"Roubo de veículo";"São Gonçalo";2023-04-10 00:00:00;"Abril";2023
"84204161-2023";"Ameaça";"São Gonçalo";2023-04-10 00:00:00;"Abril";2023
"19700241-2023";"Tentativa de homicídio";"São Gonçalo";2023-04-10 00:00:00;"Abril";2023
"30542041-2023";"Estupro";"São Gonçalo";2023-04-11 00:00:00;"Abril";2023
"04105361-2023";"Roubo";"São Gonçalo";2023-04-17 00:00:00;"Abril";2023
"23179331-2023";"Posse e uso";"São Gonçalo";2023-04-17 00:00:00;"Abril";2023
"38019971-2023";"Mandado de prisão";"São Gonçalo";2023-04-17 00:00:00;"Abril";2023
"86971871-2023";"Mandado de prisão";"São Gonçalo";2023-04-18 00:00:00;"Abril";2023
"22118031-2023";"Furto a transeunte";"São Gonçalo";2023-04-18 00:00:00;"Abril";2023
"09953001-2023";"Recuperação de veículo";"São Gonçalo";2023-04-18 00:00:00;"Abril";2023
"32706851-2023";"Apreensão de material";"São Gonçalo";2023-04-18 00:00:00;"Abril";2023
"91869071-2023";"Recuperação de veículo";"São Gonçalo";2023-04-19 00:00:00;"Abril";2023
"64137581-2023";"Furto a estabelecimento comercial";"São Gonçalo";2023-04-19 00:00:00;"Abril";2023
"42345231-2023";"Recuperação de veículo";"São Gonçalo";2023-04-20 00:00:00;"Abril";2023
"23098881-2023";"Receptação";"São Gonçalo";2024-04-21 00:00:00;"Abril";2023
NA;"Estelionato";"São Gonçalo";2023-12-05 00:00:00;"Dezembro";NA
"00966151-2023";"Resistência";"São Gonçalo";2023-05-21 00:00:00;"Maio";2023
"08705761-2023";"Furto";"São Gonçalo";2023-05-26 00:00:00;"Maio";2023
"37189391-2023";"Resistência";"São Gonçalo";2023-05-26 00:00:00;"Maio";2023
"90662691-2023";"Furto qualificado";"São Gonçalo";2023-05-28 00:00:00;"Maio";2023
"02870841-2023";"Averiguação policial";"São Gonçalo";2023-05-31 00:00:00;"Maio";2023
"77313341-2023";"Apreensão de veículo";"Austin";2023-06-02 00:00:00;"Junho";2023
"65963401-2023";"Posse e uso";"Campos";2023-06-30 00:00:00;"Junho";2023
"95616601-2023";"Posse e uso";"Macaé";2023-06-30 00:00:00;"Junho";2023
"06432811-2023";"Mandado de prisão";"Recreio";2023-06-30 00:00:00;"Junho";2023
"81588861-2023";"Posse e uso";"Campos";2023-06-30 00:00:00;"Junho";2023
"87799071-2023";"Tráfico de drogas";"Paracambi";2023-06-30 00:00:00;"Junho";2023
"23670551-2023";"Lesão corporal dolosa";"Japeri";2023-06-30 00:00:00;"Junho";2023
"37373041-2023";"Fato atípico";"Barra";2023-06-30 00:00:00;"Junho";2023
"37934721-2023";"Posse e uso";"Recreio";2023-06-30 00:00:00;"Junho";2023
"66986331-2023";"Fato atípico";"Barra";2023-06-30 00:00:00;"Junho";2023
"79822461-2023";"Roubo de carga";"Niterói";2023-06-30 00:00:00;"Junho";2023
"65112051-2023";"Mandado de prisão";"Niterói";2023-06-30 00:00:00;"Junho";2023
"20340491-2023";"Posse e uso";"Barra Do Piraí";2023-06-30 00:00:00;"Junho";2023
"96990552-2023";"Tráfico de drogas";"Miguel Pereira";2023-06-30 00:00:00;"Junho";2023
"98874571-2023";"Apreensão de material";"Centro";2023-06-22 00:00:00;"Junho";2023
"59275641-2023";"Posse e uso";"Centro";2023-06-22 00:00:00;"Junho";2023
"65146591-2023";"Posse e uso";"Miguel Pereira";2023-07-01 00:00:00;"Julho";2023
"23300191-2023";"Posse e uso";"Recreio";2023-07-01 00:00:00;"Julho";2023
"88917971-2023";"Fato atípico";"Recreio";2023-06-28 00:00:00;"Junho";2023
"38071161-2023";"Furto";"Centro";2023-07-01 00:00:00;"Julho";2023
"98041531-2023";"Apreensão de veículo";"Queimados";2023-07-01 00:00:00;"Julho";2023
"34548091-2023";"Posse e uso";"Laranjeiras";2023-07-01 00:00:00;"Julho";2023
"92503421-2023";"Apreensão de veículo";"Austin";2023-07-01 00:00:00;"Julho";2023
"96606511-2023";"Furto a estabelecimento comercial";"Botafogo";2023-07-01 00:00:00;"Julho";2023
"18266591-2023";"Roubo a transeunte";"Centro";2023-07-01 00:00:00;"Julho";2023
"77820191-2023";"Furto a estabelecimento comercial";"Macaé";2023-07-01 00:00:00;"Julho";2023
"78137971-2023";"Roubo a transeunte";"Recreio";2023-07-01 00:00:00;"Julho";2023
"84963311-2023";"Mandado de prisão";"Niterói";2023-07-02 00:00:00;"Julho";2023
"59215861-2023";"Resistência";"Centro";2023-07-01 00:00:00;"Julho";2023
"98859251-2023";"Lesão corporal dolosa";"Centro";2023-07-01 00:00:00;"Julho";2023
"40406941-2023";"Posse e uso";"Recreio";2023-07-02 00:00:00;"Julho";2023
"42466751-2023";"Apreensão de material";"Miguel Couto";2023-07-01 00:00:00;"Julho";2023
"14521941-2023";"Posse e uso";"Centro";2023-07-01 00:00:00;"Julho";2023
"88650021-2023";"Furto a transeunte";"Barra";2023-06-30 00:00:00;"Junho";2023
"34150341-2023";"Posse e uso";"Barra";2023-06-30 00:00:00;"Junho";2023
"01043401-2023";"Busca e apreensão de menor";"Barra";2023-06-30 00:00:00;"Junho";2023
"06967741-2023";"Posse e uso";"Recreio";2023-07-02 00:00:00;"Julho";2023
"90361111-2023";"Fraude";"Barra";2023-06-30 00:00:00;"Junho";2023
"11873061-2023";"Dirigir sem cnh";"Teresópolis";2023-07-02 00:00:00;"Julho";2023
"50475021-2023";"Ameaça";"Laranjeiras";2023-07-02 00:00:00;"Julho";2023
"50562901-2023";"Furto a estabelecimento comercial";"Barra";2023-06-30 00:00:00;"Junho";2023
