"controle";"tipo_ocorrencia";"base";"data_fato";"mês";"ano"
"76245261-2022";"Furto";"Aterro";2022-07-08 00:00:00;"Julho";2022
"66621121-2022";"Apreensão de material";"Lapa";2022-07-09 00:00:00;"Julho";2022
"27623161-2022";"Averiguação em sede policial";"Botafogo";2022-07-09 00:00:00;"Julho";2022
"17474531-2022";"Posse e uso";"Recreio";2022-07-09 00:00:00;"Julho";2022
"18817371-2022";"Apreensão de veículo";"Magé E Piabetá";2022-07-09 00:00:00;"Julho";2022
"54097911-2022";"Posse e uso";"Volta Redonda";2022-07-09 00:00:00;"Julho";2022
"23357741-2022";"Posse e uso";"Magé E Piabetá";2022-07-09 00:00:00;"Julho";2022
"71272851-2022";"Roubo a transeunte";"Barra";2022-07-09 00:00:00;"Julho";2022
"72199911-2022";"Roubo de aparelho celular";"Centro";2022-07-09 00:00:00;"Julho";2022
"04065341-2022";"Posse e uso";"Campos";2022-07-09 00:00:00;"Julho";2022
"55056181-2022";"Posse e uso";"Macaé";2022-07-09 00:00:00;"Julho";2022
"29147931-2022";"Posse e uso";"Miguel Pereira";2022-07-09 00:00:00;"Julho";2022
"94249031-2022";"Posse e uso";"Copacabana";2022-07-09 00:00:00;"Julho";2022
"80636971-2022";"Receptação";"Barra";2022-07-09 00:00:00;"Julho";2022
"27544371-2022";"Posse e uso";"Macaé";2022-07-09 00:00:00;"Julho";2022
"16978641-2022";"Posse e uso";"Recreio";2022-07-09 00:00:00;"Julho";2022
"25222731-2022";"Estelionato";"Barra";2022-07-09 00:00:00;"Julho";2022
"15913321-2022";"Furto a estabelecimento comercial";"Caxias";2022-07-09 00:00:00;"Julho";2022
"68612001-2022";"Apreensão de material";"Copacabana";2022-07-09 00:00:00;"Julho";2022
"59519011-2022";"Posse e uso";"Macaé";2022-07-09 00:00:00;"Julho";2022
"50474251-2022";"Furto a estabelecimento comercial";"Volta Redonda";2022-07-09 00:00:00;"Julho";2022
"63001131-2022";"Posse e uso";"Recreio";2022-07-09 00:00:00;"Julho";2022
"55333861-2022";"Receptação";"Copacabana";2022-07-09 00:00:00;"Julho";2022
"15004911-2022";"Porte de arma branca";"Copacabana";2022-07-09 00:00:00;"Julho";2022
"34956101-2022";"Mandado de prisão";"Volta Redonda";2022-07-09 00:00:00;"Julho";2022
"06451411-2022";"Posse e uso";"Recreio";2022-07-09 00:00:00;"Julho";2022
"79667771-2022";"Tráfico de drogas";"Magé E Piabetá";2022-07-09 00:00:00;"Julho";2022
"80801381-2022";"Apreensão de material";"Lapa";2022-07-09 00:00:00;"Julho";2022
"44790801-2022";"Posse e uso";"Barra Do Piraí";2022-07-09 00:00:00;"Julho";2022
"63912611-2022";"Captura de evadido";"Recreio";2022-07-09 00:00:00;"Julho";2022
"97214331-2022";"Apropriação indébita";"Niterói";2022-07-09 00:00:00;"Julho";2022
"99153461-2022";"Lesão corporal";"Niterói";2022-07-09 00:00:00;"Julho";2022
"00987602-2022";"Importunação sexual";"Niterói";2022-07-09 00:00:00;"Julho";2022
"15988801-2022";"Furto";"Niterói";2022-07-09 00:00:00;"Julho";2022
"91822001-2022";"Recuperação de veículo";"Niterói";2022-07-09 00:00:00;"Julho";2022
"99594551-2022";"Mandado de prisão";"Niterói";2022-07-09 00:00:00;"Julho";2022
"33569201-2022";"Mandado de prisão";"Leblon";2022-07-09 00:00:00;"Julho";2022
"34482471-2022";"Apreensão de material";"Lapa";2022-07-09 00:00:00;"Julho";2022
"17990301-2022";"Disparo de arma de fogo";"Japeri";2022-07-09 00:00:00;"Julho";2022
NA;"Disparo de arma de fogo";"Japeri";2022-07-09 00:00:00;"Julho";NA
"04009051-2022";"Mandado de prisão";"Ipanema";2022-07-09 00:00:00;"Julho";2022
"95563801-2022";"Fato atípico";"Lapa";2022-07-10 00:00:00;"Julho";2022
"55562261-2022";"Receptação";"Copacabana";2022-07-10 00:00:00;"Julho";2022
"86712641-2022";"Posse e uso";"Recreio";2022-07-10 00:00:00;"Julho";2022
"51519281-2022";"Posse e uso";"Recreio";2022-07-10 00:00:00;"Julho";2022
"17162441-2022";"Posse e uso";"Itaguaí";2022-07-10 00:00:00;"Julho";2022
"91937191-2022";"Encontro de pessoas";"Campos";2022-07-10 00:00:00;"Julho";2022
"32317901-2022";"Fraudes";"Laranjeiras";2022-07-10 00:00:00;"Julho";2022
"85965701-2022";"Mandado de prisão";"Niterói";2022-07-10 00:00:00;"Julho";2022
"16860281-2022";"Posse e uso";"Teresópolis";2022-07-10 00:00:00;"Julho";2022
"10383371-2022";"Apreensão de material";"Recreio";2022-07-10 00:00:00;"Julho";2022
"32414931-2022";"Posse e uso";"Recreio";2022-07-10 00:00:00;"Julho";2022
"61736751-2022";"Posse e uso";"Recreio";2022-07-10 00:00:00;"Julho";2022
"89550401-2022";"Apreensão de veículo";"Nova Iguaçu";2022-07-10 00:00:00;"Julho";2022
"05860041-2022";"Posse e uso";"Recreio";2022-07-10 00:00:00;"Julho";2022
"35586821-2022";"Posse e uso";"Centro";2022-07-10 00:00:00;"Julho";2022
"20145461-2022";"Desacato";"Campos";2022-07-10 00:00:00;"Julho";2022
"43038901-2022";"Posse e uso";"Grajaú E Vila Isabel";2022-07-10 00:00:00;"Julho";2022
"91744921-2022";"Apreensão de veículo";"Grajaú E Vila Isabel";2022-07-10 00:00:00;"Julho";2022
"14858771-2022";"Furto a estabelecimento comercial";"Volta Redonda";2022-07-10 00:00:00;"Julho";2022
"90425891-2022";"Morte por intervenção de agente do estado";"Itaboraí";2022-07-10 00:00:00;"Julho";2022
"09578741-2022";"Posse e uso";"Recreio";2022-07-10 00:00:00;"Julho";2022
"64985181-2022";"Posse e uso";"Grajaú E Vila Isabel";2022-07-10 00:00:00;"Julho";2022
"18930581-2022";"Resistência";"Nova Iguaçu";2022-07-10 00:00:00;"Julho";2022
"13459951-2022";"Posse e uso";"Recreio";2022-07-10 00:00:00;"Julho";2022
"11038171-2022";"Porte de arma branca";"Recreio";2022-07-10 00:00:00;"Julho";2022
"14071151-2022";"Resistência";"Itaboraí";2022-07-10 00:00:00;"Julho";2022
"85118091-2022";"Apreensão de veículo";"Grajaú E Vila Isabel";2022-07-10 00:00:00;"Julho";2022
"50794421-2022";"Maria da penha";"Niterói";2022-07-10 00:00:00;"Julho";2022
"07504941-2022";"Apreensão de material";"Niterói";2022-07-10 00:00:00;"Julho";2022
"02410971-2022";"Receptação";"Itaboraí";2022-07-10 00:00:00;"Julho";2022
"92107811-2022";"Furto a estabelecimento comercial";"Caxias";2022-07-11 00:00:00;"Julho";2022
"23391891-2022";"Furto";"Copacabana";2022-07-11 00:00:00;"Julho";2022
"94581671-2022";"Apreensão de drogas";"Grajaú E Vila Isabel";2022-07-11 00:00:00;"Julho";2022
"10247991-2022";"Mandado de prisão";"Laranjeiras";2022-07-11 00:00:00;"Julho";2022
"52373291-2022";"Roubo a estabelecimento comercial";"Barra";2022-07-11 00:00:00;"Julho";2022
"12123041-2022";"Posse e uso";"Macaé";2022-07-11 00:00:00;"Julho";2022
"73871051-2022";"Posse e uso";"Recreio";2022-07-11 00:00:00;"Julho";2022
"09118501-2022";"Posse e uso";"Barra Do Piraí";2022-07-11 00:00:00;"Julho";2022
"01754571-2022";"Apreensão de drogas";"Barra Do Piraí";2022-07-11 00:00:00;"Julho";2022
"90909921-2022";"Posse e uso";"Recreio";2022-07-11 00:00:00;"Julho";2022
"61636441-2022";"Recuperação de veículo";"Miguel Couto";2022-07-11 00:00:00;"Julho";2022
"85458891-2022";"Furto de bicicleta";"Copacabana";2022-07-11 00:00:00;"Julho";2022
"04129921-2022";"Posse e uso";"Barra Do Piraí";2022-07-11 00:00:00;"Julho";2022
"11789271-2022";"Apreensão de drogas";"Grajaú E Vila Isabel";2022-07-11 00:00:00;"Julho";2022
"82729151-2022";"Furto a estabelecimento comercial";"Barra Do Piraí";2022-07-11 00:00:00;"Julho";2022
"53070001-2022";"Posse e uso";"Macaé";2022-07-11 00:00:00;"Julho";2022
"94047981-2022";"Posse e uso";"Recreio";2022-07-11 00:00:00;"Julho";2022
"44756571-2022";"Posse e uso";"Japeri";2022-07-11 00:00:00;"Julho";2022
"91860671-2022";"Posse e uso";"Barra Do Piraí";2022-07-11 00:00:00;"Julho";2022
"01509431-2022";"Mandado de prisão";"Laranjeiras";2022-07-11 00:00:00;"Julho";2022
"74171841-2022";"Receptação";"São Gonçalo";2022-07-11 00:00:00;"Julho";2022
"76576761-2022";"Posse e uso";"Volta Redonda";2022-07-11 00:00:00;"Julho";2022
"03856981-2022";"Furto";"São Gonçalo";2022-07-11 00:00:00;"Julho";2022
"47719161-2022";"Vias de fato";"Niterói";2022-07-11 00:00:00;"Julho";2022
"88518211-2022";"Mandado de prisão";"Niterói";2022-07-11 00:00:00;"Julho";2022
"40692401-2022";"Posse e uso";"Magé E Piabetá";2022-07-11 00:00:00;"Julho";2022
"71100371-2022";"Recuperação de veículo";"Leblon";2022-07-11 00:00:00;"Julho";2022
"77466341-2022";"Furto a estabelecimento comercial";"Lapa";2022-07-11 00:00:00;"Julho";2022
"03832231-2022";"Furto a estabelecimento comercial";"Caxias";2022-07-11 00:00:00;"Julho";2022
"97087771-2022";"Apreensão de material";"Campos";2022-07-11 00:00:00;"Julho";2022
"91623992-2022";"Apreensão de veículo";"Magé E Piabetá";2022-07-12 00:00:00;"Julho";2022
"96464221-2022";"Ameaça";"Copacabana";2022-07-12 00:00:00;"Julho";2022
"32096311-2022";"Mandado de prisão";"Botafogo";2022-07-12 00:00:00;"Julho";2022
"87219041-2022";"Mandado de prisão";"Niterói";2022-07-12 00:00:00;"Julho";2022
"90963032-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-07-12 00:00:00;"Julho";2022
"65626941-2022";"Mandado de prisão";"Campos";2022-07-12 00:00:00;"Julho";2022
"76816721-2022";"Tentativa de homicídio";"Barra Do Piraí";2022-07-12 00:00:00;"Julho";2022
"80369441-2022";"Recuperação de veículo";"Volta Redonda";2022-07-12 00:00:00;"Julho";2022
"47369681-2022";"Apreensão de veículo";"Miguel Couto";2022-07-12 00:00:00;"Julho";2022
"29429461-2022";"Mandado de prisão";"Belford Roxo";2022-07-12 00:00:00;"Julho";2022
"73635401-2022";"Apreensão de material";"Centro";2022-07-12 00:00:00;"Julho";2022
"01205181-2022";"Estelionato";"Centro";2022-07-12 00:00:00;"Julho";2022
"36251461-2022";"Posse e uso";"Recreio";2022-07-12 00:00:00;"Julho";2022
"66258841-2022";"Posse e uso";"Itaguaí";2022-07-12 00:00:00;"Julho";2022
"55594821-2022";"Posse e uso";"Grajaú E Vila Isabel";2022-07-12 00:00:00;"Julho";2022
"28279552-2022";"Roubo de aparelho celular";"Grajaú E Vila Isabel";2022-07-12 00:00:00;"Julho";2022
"16868191-2022";"Roubo a transeunte";"Barra";2022-07-12 00:00:00;"Julho";2022
"91785071-2022";"Furto de aparelho de celular";"Centro";2022-07-12 00:00:00;"Julho";2022
"80549961-2022";"Lesão corporal dolosa";"Grajaú E Vila Isabel";2022-07-12 00:00:00;"Julho";2022
"08491011-2022";"Mandado de prisão";"Volta Redonda";2022-07-12 00:00:00;"Julho";2022
"24095122-2022";"Furto";"Bangu";2022-07-12 00:00:00;"Julho";2022
"20208491-2022";"Posse e uso";"Teresópolis";2022-07-12 00:00:00;"Julho";2022
"31415831-2022";"Furto";"Tijuca";2022-07-12 00:00:00;"Julho";2022
"88871401-2022";"Apreensão de material";"São Gonçalo";2022-07-12 00:00:00;"Julho";2022
"29215061-2022";"Mandado de prisão";"Niterói";2022-07-12 00:00:00;"Julho";2022
"80854341-2022";"Calúnia";"Leblon";2022-07-12 00:00:00;"Julho";2022
"76309031-2022";"Mandado de prisão";"Leblon";2022-07-12 00:00:00;"Julho";2022
"71486601-2022";"Porte de arma branca";"Lapa";2022-07-12 00:00:00;"Julho";2022
"33282411-2022";"Apreensão";"Lagoa";2022-07-12 00:00:00;"Julho";2022
"49836661-2022";"Posse e uso";"Itaguaí";2022-07-12 00:00:00;"Julho";2022
"72107031-2022";"Furto";"Ipanema";2022-07-12 00:00:00;"Julho";2022
"57562961-2022";"Mandado de prisão";"Ipanema";2022-07-12 00:00:00;"Julho";2022
"02964381-2022";"Roubo de aparelho celular";"Grajaú E Vila Isabel";2022-07-12 00:00:00;"Julho";2022
"66774481-2022";"Furto a estabelecimento comercial";"Botafogo";2022-07-13 00:00:00;"Julho";2022
"19947941-2022";"Posse e uso";"Botafogo";2022-07-13 00:00:00;"Julho";2022
"57295091-2022";"Recuperação de veículo";"São Gonçalo";2022-07-13 00:00:00;"Julho";2022
"93428651-2022";"Roubo no interior de veiculo";"Caxias";2022-07-13 00:00:00;"Julho";2022
"10889321-2022";"Tráfico de drogas";"Laranjeiras";2022-07-13 00:00:00;"Julho";2022
"68940561-2022";"Posse e uso";"Recreio";2022-07-13 00:00:00;"Julho";2022
"42547871-2022";"Posse e uso";"Macaé";2022-07-13 00:00:00;"Julho";2022
"66074081-2022";"Posse e uso";"Macaé";2022-07-13 00:00:00;"Julho";2022
"76425541-2022";"Posse e uso";"Macaé";2022-07-13 00:00:00;"Julho";2022
"29233711-2022";"Receptação";"Botafogo";2022-07-13 00:00:00;"Julho";2022
"57152351-2022";"Posse e uso";"Campos";2022-07-13 00:00:00;"Julho";2022
"07895501-2022";"Furto a estabelecimento comercial";"Ipanema";2022-07-13 00:00:00;"Julho";2022
"18590181-2022";"Mandado de prisão";"Ipanema";2022-07-13 00:00:00;"Julho";2022
"94600681-2022";"Furto";"Botafogo";2022-07-13 00:00:00;"Julho";2022
"92509381-2022";"Posse e uso";"Recreio";2022-07-13 00:00:00;"Julho";2022
"29247871-2022";"Posse e uso";"Japeri";2022-07-13 00:00:00;"Julho";2022
"87985621-2022";"Furto a estabelecimento comercial";"Três Rios";2022-07-13 00:00:00;"Julho";2022
"43616371-2022";"Furto a estabelecimento comercial";"Tijuca";2022-07-13 00:00:00;"Julho";2022
"59525221-2022";"Furto";"Tijuca";2022-07-13 00:00:00;"Julho";2022
"82962441-2022";"Lesão corporal";"Nova Iguaçu";2022-07-13 00:00:00;"Julho";2022
"72574871-2022";"Importunação sexual";"Nova Iguaçu";2022-07-13 00:00:00;"Julho";2022
"23660551-2022";"Receptação";"Niterói";2022-07-13 00:00:00;"Julho";2022
"05271801-2022";"Dirigir sobre influência de alcool";"Niterói";2022-07-13 00:00:00;"Julho";2022
"33397321-2022";"Posse e uso";"Magé E Piabetá";2022-07-13 00:00:00;"Julho";2022
"08146191-2022";"Recuperação de veículo";"Lapa";2022-07-13 00:00:00;"Julho";2022
"12039881-2022";"Mandado de prisão";"Ipanema";2022-07-13 00:00:00;"Julho";2022
"41573951-2022";"Furto";"Centro";2022-07-13 00:00:00;"Julho";2022
"29824321-2022";"Mandado de prisão";"Centro";2022-07-13 00:00:00;"Julho";2022
"77899571-2022";"Posse e uso";"Barra Do Piraí";2022-07-13 00:00:00;"Julho";2022
"07810701-2022";"Apreensão de material";"Barra Do Piraí";2022-07-13 00:00:00;"Julho";2022
"00627851-2022";"Receptação";"Austin";2022-07-13 00:00:00;"Julho";2022
"20911011-2022";"Roubo";"Aterro";2022-07-13 00:00:00;"Julho";2022
"20154871-2022";"Maria da penha";"Lapa";2022-07-14 00:00:00;"Julho";2022
"34404641-2022";"Desacato";"Barra";2022-07-14 00:00:00;"Julho";2022
"65544701-2022";"Captura de evadido";"São Gonçalo";2022-07-14 00:00:00;"Julho";2022
"22113831-2022";"Furto a estabelecimento comercial";"Méier";2022-07-14 00:00:00;"Julho";2022
"62700661-2022";"Resistência";"Méier";2022-07-14 00:00:00;"Julho";2022
"03577181-2022";"Mandado de prisão";"Copacabana";2022-07-14 00:00:00;"Julho";2022
"86007801-2022";"Tráfico de drogas";"Campos";2022-07-14 00:00:00;"Julho";2022
"68459481-2022";"Porte de arma branca";"Botafogo";2022-07-14 00:00:00;"Julho";2022
"61526701-2022";"Tráfico de drogas";"Macaé";2022-07-14 00:00:00;"Julho";2022
"02375651-2022";"Vias de fato";"Macaé";2022-07-14 00:00:00;"Julho";2022
"08747871-2022";"Posse e uso";"Recreio";2022-07-14 00:00:00;"Julho";2022
"20619111-2022";"Apreensão de veículo";"Recreio";2022-07-14 00:00:00;"Julho";2022
"93079641-2022";"Furto a estabelecimento comercial";"Méier";2022-07-14 00:00:00;"Julho";2022
"63692201-2022";"Dano ao patrimônio";"Bangu";2022-07-14 00:00:00;"Julho";2022
"33086321-2022";"Apreensão de material";"Itaboraí";2022-07-14 00:00:00;"Julho";2022
"17262161-2022";"Mandado de prisão";"Caxias";2022-07-14 00:00:00;"Julho";2022
"64237641-2022";"Furto a estabelecimento comercial";"Campos";2022-07-14 00:00:00;"Julho";2022
"38117651-2022";"Suicídio";"Campos";2022-07-14 00:00:00;"Julho";2022
"71278291-2022";"Apreensão de veículo";"Itaboraí";2022-07-14 00:00:00;"Julho";2022
"54559361-2022";"Posse e uso";"Volta Redonda";2022-07-14 00:00:00;"Julho";2022
"25632071-2022";"Posse e uso";"Volta Redonda";2022-07-14 00:00:00;"Julho";2022
"09218531-2022";"Posse e uso";"Teresópolis";2022-07-14 00:00:00;"Julho";2022
"57474431-2022";"Furto a estabelecimento comercial";"São Gonçalo";2022-07-14 00:00:00;"Julho";2022
"10839481-2022";"Tráfico de drogas";"Queimados";2022-07-14 00:00:00;"Julho";2022
"37788522-2022";"Tráfico de drogas";"Niterói";2022-07-14 00:00:00;"Julho";2022
"37418431-2022";"Maria da penha";"Niterói";2022-07-14 00:00:00;"Julho";2022
"17872861-2022";"Apreensão de drogas";"Niterói";2022-07-14 00:00:00;"Julho";2022
"37255711-2022";"Mandado de prisão";"Niterói";2022-07-14 00:00:00;"Julho";2022
"93588781-2022";"Mandado de prisão";"Niterói";2022-07-14 00:00:00;"Julho";2022
"56438151-2022";"Tráfico de drogas";"Magé E Piabetá";2022-07-14 00:00:00;"Julho";2022
"94071011-2022";"Furto";"Magé E Piabetá";2022-07-14 00:00:00;"Julho";2022
"10032541-2022";"Furto";"Magé E Piabetá";2022-07-14 00:00:00;"Julho";2022
"56382211-2022";"Averiguação em sede policial";"Macaé";2022-07-14 00:00:00;"Julho";2022
"65133961-2022";"Apreensão de material";"Lapa";2022-07-14 00:00:00;"Julho";2022
"66035911-2022";"Apreensão de material";"Ipanema";2022-07-14 00:00:00;"Julho";2022
"28265671-2022";"Posse e uso";"Grajaú E Vila Isabel";2022-07-14 00:00:00;"Julho";2022
"83865471-2022";"Receptação";"Austin";2022-07-14 00:00:00;"Julho";2022
"80690171-2022";"Furto a transeunte";"Copacabana";2022-07-15 00:00:00;"Julho";2022
"40539511-2022";"Fato atípico";"Copacabana";2022-07-15 00:00:00;"Julho";2022
"56208891-2022";"Furto de aparelho de celular";"Copacabana";2022-07-15 00:00:00;"Julho";2022
"37928961-2022";"Furto";"Copacabana";2022-07-15 00:00:00;"Julho";2022
"44316111-2022";"Arma de fogo";"Miguel Pereira";2022-07-15 00:00:00;"Julho";2022
"82800871-2022";"Mandado de prisão";"Paracambi";2022-07-15 00:00:00;"Julho";2022
"15216441-2022";"Desobediência";"Nova Iguaçu";2022-07-15 00:00:00;"Julho";2022
"06976941-2022";"Furto a estabelecimento comercial";"Nova Iguaçu";2022-07-15 00:00:00;"Julho";2022
"85299081-2022";"Furto a estabelecimento comercial";"Bangu";2022-07-15 00:00:00;"Julho";2022
"40077531-2022";"Furto a estabelecimento comercial";"Campos";2022-07-15 00:00:00;"Julho";2022
"33178831-2022";"Posse e uso";"Queimados";2022-07-15 00:00:00;"Julho";2022
"62235982-2022";"Tráfico de drogas";"Barra";2022-07-15 00:00:00;"Julho";2022
"10865351-2022";"Posse e uso";"Miguel Pereira";2022-07-15 00:00:00;"Julho";2022
"53459721-2022";"Furto a estabelecimento comercial";"Volta Redonda";2022-07-15 00:00:00;"Julho";2022
"40252411-2022";"Furto";"Teresópolis";2022-07-15 00:00:00;"Julho";2022
"14069781-2022";"Furto";"Niterói";2022-07-15 00:00:00;"Julho";2022
"81557232-2022";"Lesão corporal";"Tijuca";2022-07-15 00:00:00;"Julho";2022
"22750851-2022";"Recuperação de veículo";"São Gonçalo";2022-07-15 00:00:00;"Julho";2022
"27898481-2022";"Lesão corporal";"Niterói";2022-07-15 00:00:00;"Julho";2022
"02077761-2022";"Apreensão de veículo";"Niterói";2022-07-15 00:00:00;"Julho";2022
"76440201-2022";"Ato obsceno";"Niterói";2022-07-15 00:00:00;"Julho";2022
"66885401-2022";"Mandado de prisão";"Niterói";2022-07-15 00:00:00;"Julho";2022
"57708751-2022";"Injúria";"Méier";2022-07-15 00:00:00;"Julho";2022
"10934801-2022";"Apreensão de material";"Lapa";2022-07-15 00:00:00;"Julho";2022
"50308161-2022";"Simulacro";"Lapa";2022-07-15 00:00:00;"Julho";2022
"09179871-2022";"Tráfico de drogas";"Ipanema";2022-07-15 00:00:00;"Julho";2022
"08372791-2022";"Dirigir sobre influência de alcool";"Grajaú E Vila Isabel";2022-07-15 00:00:00;"Julho";2022
"85471021-2022";"Furto a estabelecimento comercial";"Caxias";2022-07-15 00:00:00;"Julho";2022
NA;"Receptação";"Austin";2022-07-15 00:00:00;"Julho";NA
"56677141-2022";"Apreensão de celular";"Botafogo";2022-07-16 00:00:00;"Julho";2022
"08222711-2022";"Apreensão de celular";"Leblon";2022-07-16 00:00:00;"Julho";2022
"53931481-2022";"Furto";"Japeri";2022-07-16 00:00:00;"Julho";2022
"53526921-2022";"Tráfico de drogas";"São Gonçalo";2022-07-16 00:00:00;"Julho";2022
"63739961-2022";"Furto a estabelecimento comercial";"Barra";2022-07-16 00:00:00;"Julho";2022
"50838761-2022";"Apreensão de celular";"Botafogo";2022-07-16 00:00:00;"Julho";2022
"26503671-2022";"Apreensão de drogas";"Leblon";2022-07-16 00:00:00;"Julho";2022
"15526351-2022";"Mandado de prisão";"Recreio";2022-07-16 00:00:00;"Julho";2022
"58197091-2022";"Posse e uso";"Recreio";2022-07-16 00:00:00;"Julho";2022
"27079671-2022";"Posse e uso";"Recreio";2022-07-16 00:00:00;"Julho";2022
"41184191-2022";"Posse e uso";"Macaé";2022-07-16 00:00:00;"Julho";2022
"48173341-2022";"Posse e uso";"Recreio";2022-07-16 00:00:00;"Julho";2022
"43778511-2022";"Apreensão de drogas";"Volta Redonda";2022-07-16 00:00:00;"Julho";2022
"56070761-2022";"Posse e uso";"Recreio";2022-07-16 00:00:00;"Julho";2022
"39509131-2022";"Extorsão";"Centro";2022-07-16 00:00:00;"Julho";2022
"53030111-2022";"Importunação sexual";"Macaé";2022-07-16 00:00:00;"Julho";2022
"28271491-2022";"Posse e uso";"Recreio";2022-07-16 00:00:00;"Julho";2022
"48339311-2022";"Desacato";"Grajaú E Vila Isabel";2022-07-16 00:00:00;"Julho";2022
"18403071-2022";"Apreensão de material";"Volta Redonda";2022-07-16 00:00:00;"Julho";2022
"96326271-2022";"Posse e uso";"Recreio";2022-07-16 00:00:00;"Julho";2022
